id,title,artist_validity,artist1_id,artist2_id,place_of_execution,date_validity,date1,date2,date_avg,date_bin,signature,support,medium,height,width,accession_number,museum,museum_link,rkd_link,image
M398,Still life with fruits and flowers,,4,,Utrecht,,1620,1621,1620.5,1620,YES,panel,,39.2,69.8,SK-A-2152,36,,,
M399,Still life with flowers,,4,,Utrecht,c.,1625,1630,1627.5,1625,YES,panel,,59,43,SK-A-2103,36,,,
M400,Winter landscape with skaters,,5,,Amsterdam,c.,1608,,1608,1605,YES,panel,,77.3,131.9,SK-A-1718,36,,,
M401,Ice-skating in a village,,5,,Amsterdam,c.,1610,,1610,1610,YES,panel,,35.7,70.4,SK-A-1320,36,,,
M402,Enjoying the ice,,5,,Kampen,c.,1615,1620,1617.5,1615,YES,panel,,25.4,37.5,SK-A-3247,36,,,
M403,Frolicking on a frozen canal in a town,copy after,5,,UNKNOWN,c.,1615,1620,1617.5,1615,UNCLEAR,panel,,47,86.8,SK-A-802,36,,,
M404,Portrait of Aertje Witsen,,7,,Leiden,,1626,,1626,1625,YES,copper,,18.5,14.8,SK-A-16,36,,,
M405,Portrait of Anthony de Wale,,7,,Leiden,,1636,,1636,1635,YES,panel,,71.1,60,SK-A-2717,36,,,
M406,Young man with a fur hat,,7,,Leiden,c.,1635,1640,1637.5,1635,UNCLEAR,panel,,35,27,SK-A-945,36,,,
M407,The lute player,,11,,Utrecht,c.,1630,1640,1635,1635,YES,panel,,18.3,18,SK-A-1338,36,,,
M408,Naval battle between Dutch men-of-war and Spanish galleys,,14,,Haarlem,c.,1633,1650,1641.5,1640,YES,panel,,39,73,SK-A-4250,36,,,
M409,The drawing lesson,,17,,Buren,,1634,,1634,1630,YES,canvas,,120,159,SK-A-1331,36,,,
M410,Portrait of Henricus van Zijl,,18,,Utrecht,,1627,,1627,1625,YES,copper,,16.9,11.5,SK-A-4251,36,,,
M411,Still life with flowers in a Wan-li vase,,19,,Breda,,1619,,1619,1615,YES,copper,,31,22.5,SK-A-1522,36,,,
M412,Pashur smiting Jeremiah in the Temple,,20,,Delft,c.,1648,,1648,1645,YES,panel,,46.6,62.8,SK-A-845,36,,,
M413,"Landscape with frozen canal, skaters and an ice-boat",,21,,the Hague,,1611,,1611,1610,YES,panel,,47.5,91,SK-A-2510,36,,,
M414,"The Vijverberg, The Hague, in winter, with Prince Maurits and his retinue in the foreground",,21,,the Hague,,1618,,1618,1615,YES,panel,,71,131.8,SK-A-955,36,,,
M415,Winter landscape with skaters,,21,,the Hague,c.,1615,1620,1617.5,1615,YES,panel,,55.1,111.7,SK-A-4951,36,,,
M416,View of a village,,24,,Delft,,1623,,1623,1620,YES,panel,,39.3,52.2,SK-A-2835,36,,,
M417,Elegant couples on a terrace,,25,,Rotterdam,c.,1616,1620,1618,1615,UNCLEAR,canvas,,56.3,70.5,SK-A-3038,36,,,
M418,Still life with turkey pie,,28,,Haarlem,,1627,,1627,1625,YES,panel,,76.5,135,SK-A-4646,36,,,
M419,Still life with fish,,28,,Haarlem,,1647,,1647,1645,YES,panel,,81,62,SK-A-1857,36,,,
M420,Cavaliers and ladies,,29,,Amsterdam,,1633,,1633,1630,YES,panel,,54.2,68.4,SK-A-4844,36,,,
M421,"Family group, 1642",,29,,Amsterdam,,1642,,1642,1640,YES,panel,,54,74.7,SK-A-2836,36,,,
M422,The adoration of the shepherds,,29,,Amsterdam,,1645,,1645,1645,YES,panel,,55.5,45,SK-A-789,36,,,
M423,The ascension of Elijah,,30,,Amsterdam,,1627,,1627,1625,YES,panel,,40.5,72.2,SK-A-1617,36,,,
M424,The incredulity of St. Thomas,,31,,Gouda,c.,1626,1630,1628,1625,UNCLEAR,canvas,,250.4,308.5,SK-A-1965,36,,,
M425,The shepherdess,,33,,Dordrecht,,1628,,1628,1625,YES,canvas,,114,169,SK-A-1793,36,,,
M426,Portrait of Margaretha de Geer,,33,,Dordrecht,,1651,,1651,1650,YES,panel,,73.9,59.5,SK-A-611,36,,,
M427,Still life with cheeses,,37,,Haarlem,c.,1615,,1615,1615,UNCLEAR,panel,,82.5,111.4,SK-A-4821,36,,,
M428,River view,,38,,Utrecht,,1650,,1650,1650,YES,panel,,57.4,86.9,SK-A-3227,36,,,
M429,A fortress,,39,,the Hague,c.,1639,,1639,1635,YES,panel,,46.7,63.1,SK-A-1539,36,,,
M430,The wine connoisseurs,,40,,Utrecht,c.,1640,1642,1641,1640,YES,panel,,44.7,72.2,SK-A-1940,36,,,
M431,Soldiers in a stable,,40,,Utrecht,c.,1655,,1655,1655,UNCLEAR,canvas,,68,51.6,SK-A-93,36,,,
M432,The tric-trac players,,42,,Amsterdam,c.,1625,,1625,1625,YES,panel,,31.1,41,SK-A-1427,36,,,
M433,A festive company,,44,,Haarlem,,1629,,1629,1625,YES,panel,,47.1,63.2,SK-A-1754,36,,,
M434,Pharoah's daughter discovers Moses in the rush basket,,50,,Amsterdam,c.,1615,1630,1622.5,1620,YES,panel,,75.7,109.5,SK-A-1572,36,,,
M435,Landscape,,51,,Dordrecht,c.,1633,,1633,1630,YES,panel,,49,73.9,SK-A-3968,36,,,
M436,Self-portrait,,52,,Leeuwarden,,1629,,1629,1625,YES,panel,,71.2,54.7,SK-A-1780,36,,,
M437,Portrait of Hendrickje Uylenburgh,,52,,Leeuwarden,,1629,,1629,1625,YES,panel,,71.3,54.6,SK-A-1781,36,,,
M438,Portrait of a boy with a kolf club,,52,,Leeuwarden,,1631,,1631,1630,UNCLEAR,panel,,115.4,85.3,SK-A-1908,36,,,
M439,Lot and His Daughters,,13,,Utrecht,,1624,,1624,1620,YES,canvas,,167,232.4,AB-100,22,,,
M440,"Mercury, Argus, and Io",,13,,Utrecht,c.,1592,,1592,1590,UNCLEAR,canvas,,63.5,81.3,22657,7,,,
M441,"Portrait of Ernst Casimir I, Count of Nassau-Dietz",,52,,Leeuwarden,,1633,,1633,1630,YES,panel,,66.8,58,SK-A-571,36,,,
M442,Summer,,55,,Leiden,,1625,,1625,1625,YES,panel,,33.5,,SK-A-3945,36,,,
M443,Winter,,55,,Leiden,,1625,,1625,1625,YES,panel,,33.4,,SK-A-3946,36,,,
M444,Landscape with two oaks,,55,,the Hague,,1641,,1641,1640,YES,canvas,,88.5,110.5,SK-A-123,36,,,
M445,The Valkhof in Nijmegen,,55,,the Hague,,1642,,1642,1640,YES,canvas,,91.5,130,SK-A-122,36,,,
M446,River view with sentry post,,55,,the Hague,,1644,,1644,1640,YES,panel,,45.9,66.4,SK-A-3308,36,,,
M447,Polder landscape,,55,,the Hague,,1644,,1644,1640,YES,panel,,22,33.2,SK-A-3249,36,,,
M448,View of Arnhem,,55,,the Hague,c.,1644,,1644,1640,YES,panel,,26,41.5,SK-A-3250,36,,,
M449,Panoramic view of the river Spaarne and the Haarlemermeer,,55,,the Hague,c.,1644,,1644,1640,UNCLEAR,panel,,21.3,30,SK-A-4044,36,,,
M450,Panoramic view of a river with low-lying meadows,,55,,the Hague,c.,1644,,1644,1640,YES,panel,,31.3,44.6,SK-A-2133,36,,,
M451,View of a town on a river,,55,,the Hague,,1645,,1645,1645,YES,canvas,,131.5,165.3,SK-A-120,36,,,
M452,"View of an imaginary town across a river, with the tower of Saint Pol in Vianen",,55,,the Hague,,1649,,1649,1645,YES,panel,,64.5,96.7,SK-A-4879,36,,,
M453,The fete champetre,,56,,Haarlem,,1627,,1627,1625,YES,panel,,77.6,135.7,SK-A-1796,36,,,
M454,"Portrait of a couple in a landscape, probably Isaac Abrahamsz Massa and Beatrix van der Laen",,57,,Haarlem,c.,1622,,1622,1620,UNCLEAR,canvas,,140,166.5,SK-A-133,36,,,
M455,"A civic guardsman holding a berkemeijer, known as 'The merry drinker'",,57,,Haarlem,c.,1628,1630,1629,1625,YES,canvas,,81,66.5,SK-A-135,36,,,
M456,Portrait of a man,,57,,Haarlem,c.,1635,,1635,1635,UNCLEAR,canvas,,79.5,66.5,SK-A-1246,36,,,
M457,Portrait of a woman,,57,,Haarlem,c.,1635,,1635,1635,UNCLEAR,canvas,,81.5,68,SK-A-1247,36,,,
M458,Annunciation to the shepherds,,132,,Utrecht,c.,1595,1603,1599,1595,YES,canvas,,170,136,SK-A-1843,36,,,
M459,The liberation of St. Peter,,98,,Utrecht,,1624,,1624,1620,YES,canvas,,104.5,86.5,Mh966,24,,,
M460,Theagenes Receiving the Palm of Honour from Chariclea,,13,,Utrecht,,1626,,1626,1625,YES,canvas,,157.2,157.7,Mh16,24,,,
M461,Venus and Mars surprised by Vulcan,,132,,Utrecht,,1601,,1601,1600,YES,copper,,20.8,15.7,Mh223,24,,,
M462,The descent into limbo ,,22,88,Antwerp,,1597,,1597,1595,YES,copper,,26.2,35.4,Mh285,24,,,
M463,The garden of eden with the fall of man,,22,89,Antwerp,c.,1615,,1615,1615,YES,panel,,74.3,114.7,Mh253,24,,,
M464,The feast of the gods,,13,,Utrecht,,1598,,1598,1595,YES,canvas,,31.3,41.8,Mh1046,24,,,
M465,"Mercury, Argus, and Io",,26,,Haarlem,c.,1630,1640,1635,1635,UNCLEAR,canvas,,204,193,Mh1062,24,,,
M466,Madonna and Child,,54,,Utrecht,c.,1520,,1520,1520,UNCLEAR,panel,,25.4,19.3,Mh830,24,,,
M467,Virgin and child,,54,,Middelburg,,1527,,1527,1525,UNCLEAR,panel,,30.7,24.3,NG 1888,31,https://www.nationalgallery.org.uk/paintings/jan-gossaert-jean-gossart-the-virgin-and-child,,
M468,Adoration of the Kings,,54,,Middelburg,c.,1510,1515,1512.5,1510,YES,panel,,179.8,163.2,NG 2790,31,https://www.nationalgallery.org.uk/paintings/jan-gossaert-jean-gossart-the-adoration-of-the-kings,,
M469,The infancy of Zeus,,10,,Haarlem,,1648,,1648,1645,YES,canvas,,202,262,Mh11,24,,,
M470,The adoration of the shepherds,,63,,Antwerp,c.,1617,,1617,1615,YES,panel,,125,95.7,Mh937,24,,,
M471,Nymphs cutting off Pan's beard,,63,,Antwerp,c.,1640,,1640,1640,UNCLEAR,canvas,,77.2,120.6,Mh849,24,,,
M472,A sleeping nymph of the hunt,,107,,Utrecht,after,1642,,1642,1640,YES,panel,,44,51.8,Mh1093,24,,,
M473,The triumph of Bacchus,,80,,Amsterdam,,1624,,1624,1620,YES,panel,,53,82.8,Mh395,24,,,
M474,Mercury and Herse,,120,,Utrecht,c.,1625,,1625,1625,YES,panel,,17.7,26.8,Mh134,24,,,
M475,A gathering of the gods in the clouds,,120,,Utrecht,c.,1630,,1630,1630,UNCLEAR,copper,,38,49,Mh1065,24,,,
M476,The fall of Phaeton,,88,22,Antwerp,,1604,,1604,1600,YES,copper,,39,54.5,Mh284,24,,,
M477,Portrait of Maritge Claesdr Vooght,,57,,Haarlem,,1639,,1639,1635,YES,canvas,,126.4,93.2,SK-C-139,36,,,
M478,"""The meagre company""",,57,29,Amsterdam,,1637,,1637,1635,UNCLEAR,canvas,,209,429,SK-C-374,36,,,
M479,Witches' sabbath,,105,,Alkmaar,,1636,,1636,1635,YES,panel,,56.8,97.9,SK-A-2373,36,,,
M480,View of the Abbey of Egmond-Binnen,,105,,Alkmaar,,1638,,1638,1635,YES,panel,,31.2,71.7,SK-A-991,36,,,
M481,Still life with a silver tazza,,59,,Haarlem,,1630,,1630,1630,YES,panel,,40.5,56,SK-C-1694,36,,,
M482,Still life with gilt goblet,,59,,Haarlem,,1635,,1635,1635,YES,panel,,87.8,112.6,SK-A-4830,36,,,
M483,Still life with a broken glass,,59,,Haarlem,,1642,,1642,1640,YES,panel,,58.8,68,SK-C-610,36,,,
M484,Prince Maurits,,114,,Amsterdam,c.,1621,1625,1623,1620,UNCLEAR,canvas,,85,117,SK-A-452,36,,,
M485,"The disbanding of the 'waardgelders' by Prince Maurits on the Neude, Utrecht, 31 July 1618",,114,,Amsterdam,,1627,,1627,1625,YES,canvas,,98.5,171.2,SK-A-155,36,,,
M486,Portrait of Joan Pietersz Reael,,102,,Amsterdam,,1648,,1648,1645,YES,canvas,,98.2,77.8,SK-A-1928,36,,,
M487,"Group portrait of three brothers, named Hendrick, Johannes and Simon",,35,,Amsterdam,c.,1627,1632,1629.5,1625,UNCLEAR,panel,,121.5,88.4,SK-A-4850,36,,,
M488,Officers and other civic guardsmen of the IIIrd District of Amsterdam,,35,,Amsterdam,,1632,,1632,1630,YES,canvas,,220,351,SK-C-381,36,,,
M489,The sacrifice of Abraham,,70,,Amsterdam,c.,1612,,1612,1610,YES,panel,,40.3,31.5,SK-A-1359,36,,,
M490,Orestes and Pylades disputing at the altar,,70,,Amsterdam,,1614,,1614,1610,YES,panel,,83.2,126.1,SK-A-2354,36,,,
M491,Christ and the woman of Canaan,,70,,Amsterdam,,1617,,1617,1615,YES,panel,,76.8,106.6,SK-A-1533,36,,,
M492,"Portrait of Philips Willem, Prince of Orange",,118,,Delft,c.,1608,,1608,1605,YES,canvas,,122.3,108.3,SK-A-256,36,,,
M493,Portrait of Ambrogio Spinola,,118,,Delft,,1609,,1609,1605,YES,canvas,,119,87.5,SK-A-3953,36,,,
M494,"Portrait of Maurits, Prince of Orange",,118,,Delft,c.,1613,1620,1616.5,1615,YES,panel,,220.3,143.5,SK-A-255,36,,,
M495,Portrait of Jacob Cats,,118,,Delft,,1634,,1634,1630,YES,panel,,68,58,SK-A-258,36,,,
M496,Portrait of Francois van Aerssen,,118,,Delft,,1636,,1636,1635,YES,panel,,112.2,86,SK-A-3833,36,,,
M497,Portrait of Jacob Cats,,118,,Delft,,1639,,1639,1635,YES,panel,,67.1,57,SK-C-180,36,,,
M498,The meeting of Jacob Rachel,,79,,Amsterdam,c.,1638,,1638,1635,UNCLEAR,panel,,40.6,60.5,SK-A-1485,36,,,
M499,Portrait of Maria van Utrecht,,78,,Utrecht,,1615,,1615,1615,YES,panel,,109,80.5,SK-A-275,36,,,
M500,Officers and other civic guardsmen of the IIIrd District of Amsterdam,,78,,Utrecht,,1616,,1616,1615,YES,canvas,,169,333.5,SK-C-623,36,,,
M501,"Portrait of a girl, known as 'The little princess'",,78,,Utrecht,c.,1623,,1623,1620,UNCLEAR,canvas,,78,62.5,SK-A-277,36,,,
M502,Self-portrait,,78,,Utrecht,c.,1623,,1623,1620,UNCLEAR,panel,,51.1,46.6,SK-A-1423,36,,,
M503,"Portrait of a man, possibly Reijnier Pauw",,78,,Utrecht,,1625,,1625,1625,YES,panel,,127.5,94,SK-C-1440,36,,,
M504,"A shepherdess, known as 'The beautiful shepherdess'",,78,,Utrecht,,1630,,1630,1630,YES,canvas,,81.5,64.5,SK-A-276,36,,,
M505,Galatea and Acis,,119,,Amsterdam,,1651,,1651,1650,YES,canvas,,155.5,201,SK-A-1582,36,,,
M506,Joseph and his brothers,,13,,Utrecht,c.,1600,,1600,1600,UNCLEAR,canvas,,134.6,205.7,8289,7,,,
M507,Landscape with rest on the flight to Egypt,,13,,Utrecht,,1605,1610,1607.5,1605,UNCLEAR,canvas,,113.1,160.9,5570,7,,,
M508,Adoration of the Magi,,13,,Utrecht,,1624,,1624,1620,YES,canvas,,168.8,193.7,2575,7,,,
M509,Latona and the Lycian Peasants,,13,,Utrecht,,1646,,1646,1645,YES,canvas,,69.5,100.5,2573,7,,,
M510,Baptism of the Eunuch,,13,,Utrecht,,1620,1625,1622.5,1620,UNCLEAR,canvas,,219,153.6,11225,7,,,
M511,The Egg Farmer,,13,,Utrecht,,1632,,1632,1630,YES,panel,,37.5,27.2,11223,7,,,
M512,The Farmer,,13,,Utrecht,,1632,,1632,1630,YES,panel,,37.5,27.6,11222,7,,,
M513,Bust of an old man,,13,,Utrecht,,1647,,1647,1645,YES,panel,,37.4,27.5,7369,7,,,
M514,Adoration of the shepherds,,13,,Utrecht,,1615,1620,1617.5,1615,UNCLEAR,canvas,,166.5,200,14281,7,,,
M515,Landscape with Tobias and the Angel,,13,,Utrecht,,1610,1620,1615,1615,UNCLEAR,canvas,,65.3,54.5,21031,7,,,
M516,Head of an Old Man,copy after,13,,UNKNOWN,,1640,1650,1645,1645,UNCLEAR,panel,,37.7,27.7,5315,7,,,
M517,The preaching of John the Baptist,,13,,Utrecht,,1590,1610,1600,1600,YES,canvas,,139,188,SK-A-3746,36,,,
M518,Modello' for the Assumption of the Virgin,,89,,Antwerp,c.,1622,1625,1623.5,1620,UNCLEAR,panel,,87.8,59.1,Mh926,24,,,
M519,Portrait of a boy in grey,,6,,Amsterdam,,1634,,1634,1630,YES,canvas,,94.2,70.8,Mh747,24,,,
M520,Shepherd with flute (Self-portrait?),,6,,Amsterdam,c.,1637,,1637,1635,YES,panel,,52.2,40.8,Mh1057,24,,,
M521,Portrait of a young man (Louis Trip Junior?),,15,,Amsterdam,,1652,,1652,1650,YES,canvas,,125.7,96.2,Mh795,24,,,
M522,Double portrait of Constantijn Huygens and Suzanna van Baerle,,101,,Amersfoort,c.,1635,,1635,1635,UNCLEAR,canvas,,96.1,79.7,Mh1089,24,,,
M523,Portrait of a betrothed couple,,29,,Amsterdam,,1634,,1634,1630,YES,panel,,43,35,Mh857,24,,,
M524,Equestrian portrait of Pieter de Roovere,,32,,Dordrecht,c.,1650,,1650,1650,YES,canvas,,123.5,154,Mh25,24,,,
M525,Portrait of Peeter Stevens,,110,,Antwerp,,1627,,1627,1625,YES,canvas,,112.5,99.4,Mh239,24,,,
M526,Portrait of Anna Wake,,110,,Antwerp,,1628,,1628,1625,YES,canvas,,112.5,99.3,Mh240,24,,,
M527,Portrait of Quintin Symons,,110,,Antwerp,c.,1634,,1634,1630,UNCLEAR,canvas,,95,83.7,Mh242,24,,,
M528,Diogenes looking for an honest man,,111,,Haarlem,,1652,,1652,1650,YES,canvas on panel,,75.9,103.6,Mh39,24,,,
M529,Portrait of a man aged 44,,47,,Amsterdam,,1637,,1637,1635,YES,panel,,74.8,60,Mh866,24,,,
M530,Girl by a high chair,,47,,Amsterdam,,1640,,1640,1640,YES,canvas,,114.3,87.1,Mh676,24,,,
M531,"Allegory on the memory of Frederik Hendrik, Prince of Orange, with a portrait of his widow Amalia of Solms",,47,,Amsterdam,,1654,,1654,1650,YES,canvas,,307,189,Mh1116,24,,,
M532,Portrait of a man,,57,,Haarlem,c.,1660,,1660,1660,UNCLEAR,panel,,31.3,25.5,Mh928,24,,,
M533,Portrait of Constantijn Huygens with his five children,,58,,the Hague,,1640,,1640,1640,UNCLEAR,canvas,,204.2,173.9,Mh241,24,,,
M534,Portrait of Paulus Potter,,106,,Amsterdam,,1654,,1654,1650,YES,canvas,,101,93.6,Mh54,24,,,
M535,"The princes of Orange and their families on horseback, riding out from the Buitenhof, The Hague",,114,,Amsterdam,c.,1621,1622,1621.5,1620,UNCLEAR,canvas,,144.6,214,Mh546,24,,,
M536,Portrait of Robert Cheseman,,61,,London,,1533,,1533,1530,UNCLEAR,panel,,58.8,62.8,Mh276,24,,,
M537,Portrait of a nobleman with a hawk,,61,,London,,1542,,1542,1540,UNCLEAR,panel,,24.6,18.8,Mh277,24,,,
M538,Double portrait of Frederik Hendrik and Amalia of Solms,,115,,the Hague,,1637,1638,1637.5,1635,UNCLEAR,canvas,,213.2,201.7,Mh104,24,,,
M539,Portrait of Loef Vredericx as an ensign,,35,,Amsterdam,,1626,,1626,1625,YES,panel,,92.2,69.8,Mh806,24,,,
M540,Portrait of Steven van Herwijck,,77,,Utrecht,,1564,,1564,1560,UNCLEAR,panel,,118,89,Mh117,24,,,
M541,Portrait of a lady,,78,,Utrecht,,1627,,1627,1625,YES,canvas,,115.5,93.3,Mh655,24,,,
M542,Self-portrait,,78,,Utrecht,c.,1630,,1630,1630,UNCLEAR,panel,,71.5,62,Mh118,24,,,
M543,Portrait of Cornelis Cornelisz Schellinger,,84,,Amsterdam,,1584,,1584,1580,UNCLEAR,panel,,70.8,53.5,Mh4,24,,,
M544,Series of 25 portraits of officers,,121,,the Hague,,1611,1624,1617.5,1615,UNCLEAR,canvas,,115,97,"Mh139-144, 414-427, 438-439, 455-457",24,,,
M545,Laughing man,,86,,Amsterdam,c.,1629,1630,1629.5,1625,UNCLEAR,copper,,15.3,12.2,Mh598,24,,,
M546,Portrait of Michael Ophovius,,89,,Antwerp,c.,1616,1617,1616.5,1615,UNCLEAR,canvas,,111,82.1,Mh252,24,,,
M547,"Portrait of a man, possibly Peter van Hecke",,89,,Antwerp,c.,1630,,1630,1630,UNCLEAR,panel,,114,89.5,Mh1131,24,,,
M548,"Portrait of a woman, possibly Clara Fourment",,89,,Antwerp,c.,1630,,1630,1630,UNCLEAR,panel,,114,90,Mh1132,24,,,
M549,Portrait of Maerten Rey,,83,,Amsterdam,,1627,,1627,1625,UNCLEAR,panel,,98.3,73.3,SK-A-698,36,,,
M550,Portrait of Maria Joachimsdr Swartenhont,,83,,Amsterdam,,1627,,1627,1625,UNCLEAR,panel,,98.3,73.1,SK-A-699,36,,,
M551,Officers and other civic guardsmen of the IVth District of Amsterdam,,83,,Amsterdam,,1642,,1642,1640,UNCLEAR,canvas,,340,527,SK-C-1177,36,,,
M552,An Italianate landscape with an unidentified subject from the Old Testament,,120,,Utrecht,c.,1620,1627,1623.5,1620,YES,copper,,22,33.4,SK-A-4825,36,,,
M553,Bathing men,,120,,Utrecht,after,1646,,1646,1645,YES,copper,,14,17,SK-A-310,36,,,
M554,Satyrs peeping at nymphs,,120,,Utrecht,after,1627,,1627,1625,UNCLEAR,copper,,37.5,46,SK-A-313,36,,,
M555,The expulsion from paradise,,120,,Utrecht,after,1646,,1646,1645,YES,panel,,29.8,38.4,SK-A-312,36,,,
M556,Bathing girls,,120,,Utrecht,after,1646,,1646,1645,YES,panel,,13.5,18,SK-A-311,36,,,
M557,Fishing boats in choppy waters,,85,,Zoeterwoude,c.,1630,,1630,1630,UNCLEAR,panel,,24.1,34.5,SK-A-3111,36,,,
M558,Portrait of Sir John Burroughs,,121,,the Hague,c.,1620,1623,1621.5,1620,YES,canvas,,212.7,107,SK-A-2527,36,,,
M559,"Interior of the St. Bavokerk in Haarlem, seen from the south ambulatory, looking across the choir to the north ambulatory and the large organ, 15 April 1636",,91,,Haarlem,,1636,,1636,1635,YES,panel,,93.7,55.2,SK-A-359,36,,,
M560,"The nave and choir of the Mariakerk in Utrecht, seen from the west, 29 January 1641",,91,,Haarlem,,1641,,1641,1640,YES,panel,,121.5,95,SK-A-851,36,,,
M561,"Landscape with ruins, cattle and deer",,93,,Amsterdam,c.,1614,1620,1617,1615,YES,panel,,46,69.1,SK-A-1488,36,,,
M562,The adoration of the Magi,,122,,Leiden,,1646,,1646,1645,YES,canvas,,153,188.8,SK-A-974,36,,,
M563,River valley,,94,,Amsterdam,c.,1626,1630,1628,1625,YES,panel,,29.2,53.1,SK-A-3120,36,,,
M564,Officers and other civic guardsmen of the XIth District of Amsterdam,,97,,Amsterdam,,1613,,1613,1610,UNCLEAR,canvas,,152.5,264.5,SK-C-407,36,,,
M565,"Emblematic still life with flagon, glass, jug and bridle",,99,,Amsterdam,,1614,,1614,1610,YES,panel,,51,51.5,SK-A-2813,36,https://www.rijksmuseum.nl/nl/collectie/SK-A-2813,,
M566,The ferry,,103,,the Hague,,1622,,1622,1620,YES,panel,,75.5,113,SK-A-1293,36,,,
M567,Fishing for souls,,104,,Middelburg,,1614,,1614,1610,UNCLEAR,panel,,98.5,187.8,SK-A-447,36,,,
M568,A miserable end',,104,,the Hague,,1632,,1632,1630,YES,panel,,34.8,49.8,SK-A-1770,36,,,
M569,A musical company,,104,,the Hague,c.,1635,1645,1640,1640,UNCLEAR,panel,,35.5,55.7,SK-A-1769,36,,,
M570,Portrait of Dirck Hasselaer,,109,,Amsterdam,,1614,,1614,1610,UNCLEAR,panel,,114.6,82.8,SK-A-1242,36,,,
M571,Portrait of Brechtje Overrijn van Schoterbosch,,109,,Amsterdam,,1614,,1614,1610,UNCLEAR,panel,,114.3,82.9,SK-A-1243,36,,,
M572,Portrait of Laurens Reael,,109,,Amsterdam,c.,1620,,1620,1620,UNCLEAR,canvas,,223,127,SK-A-3741,36,,,
M573,Portrait of Dirck Corver,,109,,Amsterdam,,1622,,1622,1620,UNCLEAR,panel,,122.3,89.8,SK-A-4764,36,,,
M574,Portrait of Maria Overrijn van Schoterbosch,,109,,Amsterdam,,1622,,1622,1620,UNCLEAR,panel,,122,90.6,SK-A-4765,36,,,
M575,Portrait of Cornelis Pietersz Hooft,,109,,Amsterdam,,1622,,1622,1620,UNCLEAR,panel,,122.4,89.2,SK-A-1416,36,,,
M576,Self-portrait,,36,,the Hague,,1621,,1621,1620,YES,canvas,,79.5,64.8,SK-A-2157,36,,,
M577,Portrait of David de Moor,,36,,the Hague,,1640,,1640,1640,YES,panel,,71.5,61,SK-A-758,36,,,
M578,Portrait of a woman,,36,,the Hague,c.,1642,,1642,1640,YES,panel,,68.5,58,SK-A-4053,36,,,
M579,"The return to Amsterdam of the second expedition to the East Indies, 19 July 1599",,129,,Haarlem,,1599,,1599,1595,YES,canvas,,102.3,218.4,SK-A-2858,36,,,
M580,Shipwreck off a rocky coast,,131,,Utrecht,,1614,,1614,1610,YES,panel,,64.5,85.2,SK-A-1955,36,,,
M581,The defeat of the Spanish at Gibraltar by a Dutch fleet under the command of Admiral Jacob van Heemskerck,,131,,Utrecht,,1617,,1617,1615,YES,canvas,,94.5,187.3,SK-A-1387,36,,,
M582,Ships off a rocky coast,,131,,Utrecht,,1621,,1621,1620,YES,panel,,62.5,122.1,SK-A-1927,36,,,
M583,Ships off a coast,,131,,Utrecht,,1628,,1628,1625,YES,panel,,43.8,81,SK-A-1430,36,,,
M584,The defeat of the Spanish at Gibraltar by a Dutch fleet under the command of Admiral Jacob van Heemskerck,,131,,Utrecht,,1639,,1639,1635,YES,canvas,,136,204.5,SK-A-2162,36,,,
M585,Cupid visiting Psyche at Night,,13,,Utrecht,c.,1590,,1590,1590,UNCLEAR,canvas,,152.5,199.2,2008-040/001,26,,,
M586,"Portrait of William I (1533-1584), Prince of Orange",,66,,Antwerp,c. ,1579,,1579,1575,UNCLEAR,panel,,48,34,Mh225,24,,,
M587,Isaac Blessing Jacob,,47,,Amsterdam,c.,1638,,1638,1635,YES,canvas,,117,141,SK-A-110,36,,,
M588,The Fall of Ixion,,112,,Haarlem,c.,1588,,1588,1585,UNCLEAR,canvas,,192,152,3006 (OK),6,,,
M589,Portrait of a man,,67,,Antwerp,,1574,,1574,1570,UNCLEAR,panel transferred to canvas,,92,83.2,919,20,,,
M590,Portrait of a woman,,66,,Antwerp,,1577,,1577,1575,UNCLEAR,panel,,90.5,67,920,20,,,
M591,Fall of the Rebel Angels,,49,,Antwerp,,1554,,1554,1550,YES,panel,,311.9,223.7,112,20,,,
M592,Judgment of Solomon,,49,,Antwerp,,1547,,1547,1545,UNCLEAR,panel,,143.5,227.5,663,20,,,
M593,Banquet of the Gods,,49,,Antwerp,,1550,,1550,1550,UNCLEAR,panel,,150.5,198.9,956,20,,,
M594,The Donor and Saint Mary Magdalene (Two Shutters from a Triptych),,113,,Haarlem,c. ,1540,,1540,1540,UNCLEAR,panel,,125.7,47.7,NG6508.2,31,,,
M595,The Virgin and Saint John the Evangelist (Two Shutters from a Triptych),,113,,Haarlem,c.,1540,,1540,1540,UNCLEAR,panel,,125.7,47.8,NG6508.1,31,,,
M596,Still life with flowers and a watch,,75,,Utrecht,c.,1660,1679,1669.5,1665,YES,canvas,,60,75,SK-A-268,36,,,
M597,Joseph interpreting Pharaoh's dream,,12,,Utrecht,c.,1579,1583,1581,1580,UNCLEAR,canvas,,124.1,141,6399,7,,,
M598,A Peepshow with Views of the Interior of a Dutch House,,116,,Dordrecht,c.,1655,1660,1657.5,1655,YES,panel,,58,88,NG3832,31,,,
M599,the Lamentation,,113,,Haarlem,,1566,,1566,1565,YES,panel,,140,198,PDS 36,44,,,
